,number_susceptible,number_infected,number_resistant,results_tweets,sustainablity_score,infected_low
63,6966,945,10,22,0.6598914278500189,32
64,6947,964,10,28,0.6580924125741698,32
65,6929,982,10,26,0.6563880823128393,32
66,6914,997,10,25,0.6549678070950637,33
67,6907,1004,10,15,0.6543050119934352,33
68,6901,1010,10,14,0.6537369019063249,33
69,6887,1024,10,26,0.6524113117030678,33
70,6873,1038,10,19,0.6510857214998106,33
71,6868,1043,10,11,0.6506122964272187,33
72,6862,1049,10,15,0.6500441863401085,33
73,6853,1058,10,18,0.6491920212094432,33
74,6842,1069,10,16,0.6481504860497411,33
75,6832,1078,11,18,0.6472351975760636,33
76,6821,1088,12,16,0.6462252240878678,33
77,6809,1100,12,21,0.6450890039136473,33
78,6794,1114,13,24,0.6437002903673779,33
79,6777,1130,14,29,0.6421222067920717,33
80,6773,1134,14,9,0.6417434667339983,34
81,6763,1144,14,17,0.6407966165888146,34
82,6754,1152,15,19,0.6399760131296554,34
83,6737,1169,15,26,0.6383663678828431,34
84,6723,1183,15,21,0.6370407776795859,34
85,6704,1202,15,30,0.6352417624037369,34
86,6694,1212,15,19,0.6342949122585533,34
87,6686,1220,15,22,0.6335374321424062,34
88,6679,1225,17,20,0.63293776038379,34
89,6668,1235,18,17,0.6319277868955939,34
90,6662,1241,18,14,0.6313596768084837,34
91,6645,1257,19,28,0.6297815932331776,34
92,6634,1268,19,19,0.6287400580734755,34
93,6626,1276,19,14,0.6279825779573286,34
94,6614,1285,22,22,0.6269410427976265,34
95,6608,1291,22,22,0.6263729327105163,34
96,6601,1298,22,21,0.6257101376088877,34
97,6592,1306,23,17,0.6248895341497287,34
98,6587,1311,23,17,0.6244161090771367,35
99,6578,1319,24,22,0.6235955056179775,35
100,6571,1325,25,19,0.622964272187855,35
101,6557,1339,25,22,0.6216386819845978,35
102,6545,1351,25,19,0.6205024618103774,35
103,6533,1362,26,23,0.6193978033076633,35
104,6527,1368,26,15,0.618829693220553,35
105,6523,1372,26,15,0.6184509531624794,35
106,6512,1383,26,17,0.6174094180027775,35
107,6500,1394,27,25,0.6163047595000631,35
108,6492,1401,28,13,0.6155788410554223,35
109,6483,1410,28,21,0.6147266759247569,35
110,6477,1416,28,20,0.6141585658376467,35
111,6463,1429,29,24,0.6128645373058957,35
112,6450,1441,30,25,0.611665193788663,35
113,6442,1449,30,19,0.6109077136725161,35
114,6430,1461,30,16,0.6097714934982956,35
115,6420,1471,30,21,0.6088246433531119,35
116,6406,1485,30,20,0.6074990531498549,35
117,6392,1499,30,25,0.6061734629465977,35
118,6385,1505,31,25,0.6055422295164752,35
119,6377,1513,31,25,0.6047847494003282,35
120,6370,1520,31,20,0.6041219542986996,35
121,6357,1532,32,23,0.602922610781467,35
122,6353,1536,32,14,0.6025438707233935,35
123,6344,1545,32,27,0.6016917055927283,35
124,6334,1553,34,18,0.6008079787905567,35
125,6327,1559,35,18,0.6001767453604343,35
126,6321,1565,35,15,0.5996086352733241,35
127,6311,1575,35,19,0.5986617851281404,35
128,6307,1577,37,21,0.5983461684130792,35
129,6300,1583,38,18,0.5977149349829567,35
130,6296,1587,38,14,0.5973361949248833,35
131,6278,1605,38,33,0.5956318646635527,35
132,6273,1610,38,16,0.5951584395909608,35
133,6273,1608,40,8,0.595221562933973,35
134,6263,1618,40,22,0.5942747127887892,35
135,6252,1629,40,21,0.5932331776290872,35
136,6243,1638,40,21,0.5923810124984219,35
137,6234,1647,40,18,0.5915288473677566,35
138,6228,1652,41,19,0.5909922989521526,35
139,6221,1659,41,17,0.590329503850524,35
140,6210,1669,42,22,0.589319530362328,35
141,6204,1675,42,14,0.5887514202752178,35
142,6196,1683,42,18,0.5879939401590708,35
143,6185,1694,42,23,0.5869524049993687,35
144,6172,1705,44,31,0.5857846231536422,35
145,6161,1716,44,19,0.5847430879939401,36
146,6156,1721,44,14,0.5842696629213484,36
147,6144,1733,44,28,0.583133442747128,36
148,6135,1742,44,15,0.5822812776164626,36
149,6128,1749,44,14,0.5816184825148341,36
150,6121,1756,44,32,0.5809556874132055,37
151,6114,1761,46,17,0.580356015654589,37
152,6106,1769,46,17,0.5795985355384421,37
153,6095,1779,47,20,0.5785885620502462,37
154,6084,1788,49,18,0.5776101502335564,37
