,number_susceptible,number_infected,number_resistant,results_tweets,sustainablity_score,infected_low
0,7895,26,0,17,0.7475381896225224,4
1,7654,267,0,24,0.7247191011235955,5
2,7482,439,0,23,0.708433278626436,5
3,7467,454,0,21,0.7070130034086605,5
4,7446,475,0,27,0.7050246181037748,5
5,7275,646,0,26,0.6888334806211337,8
6,7262,659,0,18,0.6876025754323949,10
7,7242,679,0,25,0.6857088751420275,12
8,7229,692,0,21,0.6844779699532887,13
9,7142,779,0,21,0.6762403736901906,13
10,7132,789,0,18,0.6752935235450069,14
11,7116,804,1,25,0.6738101249842191,15
12,7043,876,2,27,0.6669296805958843,16
13,7015,904,2,21,0.6642785001893701,16
14,6375,1543,3,25,0.6037116525691201,21
15,6301,1617,3,23,0.5967049614947608,23
16,6282,1636,3,22,0.5949059462189117,25
17,6276,1638,7,21,0.594464082817826,25
18,6216,1697,8,22,0.58881454361823,25
19,6209,1704,8,22,0.5881517485166015,25
20,6190,1722,9,31,0.5863842949122585,27
21,6184,1726,11,16,0.5858793081681606,27
22,6166,1744,11,21,0.5841749779068299,27
23,6156,1751,14,23,0.5833228127761647,27
24,6146,1760,15,22,0.5824075243024871,28
25,6028,1877,16,22,0.5712662542608256,28
26,6015,1890,16,33,0.5700353490720867,28
27,6004,1900,17,27,0.569025375583891,30
28,5991,1912,18,23,0.5678260320666582,30
29,5982,1920,19,21,0.567005428607499,30
30,5972,1930,19,22,0.5660585784623153,30
31,5963,1939,19,21,0.56520641333165,30
32,5947,1953,21,22,0.5637545764423684,31
33,5929,1970,22,23,0.5620818078525438,32
34,5922,1976,23,24,0.5614505744224214,32
35,5913,1982,26,20,0.5606930943062745,32
36,5903,1991,27,20,0.559777805832597,32
37,5802,2091,28,25,0.5502461810377477,32
38,5792,2101,28,23,0.549299330892564,32
39,5759,2133,29,19,0.5462062870849641,32
40,5754,2137,30,18,0.5457644236838783,32
41,5728,2162,31,22,0.5433341749779068,32
42,5706,2182,33,21,0.541314228001515,32
43,5706,2182,33,25,0.541314228001515,32
44,5700,2188,33,16,0.5407461179144047,32
45,5694,2193,34,18,0.5402095694988006,32
46,5635,2250,36,24,0.5346862769852291,32
47,5620,2265,36,17,0.5332660017674536,32
48,5618,2266,37,16,0.533108193409923,32
49,5608,2274,39,24,0.5322244666077516,32
50,5594,2286,41,23,0.5309619997475067,32
51,5348,2529,44,25,0.5077641711905063,33
52,5342,2533,46,28,0.5072591844464083,33
53,5332,2543,46,29,0.5063123343012246,33
54,5329,2546,46,18,0.5060282792576695,33
55,5308,2566,47,25,0.5040714556242899,33
56,5302,2568,51,22,0.5036295922232041,33
57,5293,2577,51,16,0.5027774270925388,33
58,5295,2573,53,12,0.5030299204645878,33
59,5292,2575,54,21,0.5027774270925389,33
60,5285,2580,56,17,0.5021777553339225,33
61,5253,2610,58,29,0.4992109582123469,33
62,5245,2618,58,26,0.4984534780961999,33
63,5242,2621,58,22,0.4981694230526449,33
64,5229,2634,58,26,0.496938517863906,33
65,5218,2643,60,22,0.4959601060472163,33
66,5168,2689,64,21,0.4913521020073223,33
67,5161,2694,66,16,0.49075243024870596,33
68,5095,2758,68,21,0.4845663426335059,33
69,5088,2765,68,22,0.4839035475318773,33
70,5065,2785,71,26,0.4818204772124732,33
71,5062,2785,74,21,0.48163110718343644,33
72,5061,2785,75,16,0.4815679838404242,33
73,5057,2788,76,23,0.4812208054538568,33
74,5054,2790,77,16,0.48096831208180785,33
75,5048,2796,77,18,0.48040020199469763,34
76,5043,2799,79,21,0.479989900265118,35
77,5036,2806,79,26,0.4793271051634894,35
78,5026,2814,81,23,0.47844337836131806,35
79,5019,2818,84,22,0.4778752682742078,35
80,5015,2820,86,20,0.47755965155914654,35
81,5006,2828,87,23,0.47673904809998735,35
82,5002,2829,90,22,0.4764549930564323,35
83,4897,2930,94,27,0.466639313218028,35
84,4861,2964,96,24,0.46329377603837896,35
85,4857,2963,101,25,0.46307284433783613,35
86,4855,2961,105,24,0.4630097209948238,35
87,4840,2973,108,24,0.4616841307915667,35
88,4831,2981,109,21,0.46086352733240754,36
89,4825,2986,110,21,0.46032697891680346,36
90,4821,2987,113,25,0.4600429238732483,36
91,4819,2988,114,26,0.4598851155157177,36
92,4815,2990,116,12,0.4595694988006565,36
93,4808,2993,120,21,0.4590329503850524,36
94,4801,2999,121,25,0.4584017169549299,36
95,4794,3003,124,28,0.4578336068678197,36
96,4785,3011,125,24,0.4570130034086605,36
97,4748,3046,127,26,0.4535727812144931,36
98,4748,3043,130,22,0.4536674662290115,36
99,4745,3043,133,24,0.45347809619997476,36
100,4743,3044,134,21,0.4533202878424441,36
101,4733,3054,134,26,0.45237343769726046,36
102,4730,3054,137,26,0.4521840676682237,36
103,3044,4734,143,2772,0.2927345032192905,91
104,3045,4730,146,21,0.29292387324832725,91
105,3045,4724,152,15,0.293113243277364,91
106,3036,4733,152,14,0.2922610781466987,91
107,3032,4735,154,26,0.2919454614316374,91
108,3023,4739,159,30,0.2912511046585027,91
109,3019,4742,160,22,0.2909039262719354,91
110,3019,4739,163,20,0.29099861128645377,91
111,2985,4769,167,18,0.28790556747885365,91
112,2987,4765,169,20,0.2881580608509027,91
113,2989,4758,174,23,0.28850523923747,91
114,2989,4757,175,21,0.28853680090897615,91
115,2990,4756,175,21,0.2886314859234945,91
116,2988,4756,177,26,0.28850523923747,91
117,2986,4755,180,20,0.28841055422295164,92
118,2984,4753,184,21,0.2883474308799394,92
119,2970,4767,184,27,0.28702184067668224,92
120,2971,4764,186,21,0.28717964903421284,92
121,2964,4769,188,18,0.2865799772755965,92
122,2964,4768,189,22,0.2866115389471026,92
123,2964,4763,194,23,0.2867693473046332,92
124,2963,4761,197,23,0.2867693473046332,92
125,2948,4773,200,22,0.2854437571013761,92
126,2943,4775,203,32,0.2850650170433026,92
127,2941,4777,203,24,0.2848756470142658,92
128,2932,4783,206,24,0.28411816689811886,92
129,2930,4782,209,24,0.28402348188360055,92
130,2927,4785,209,23,0.28373942684004544,92
131,2910,4799,212,25,0.2822244666077515,92
132,2910,4797,214,22,0.2822875899507638,92
133,2907,4799,215,17,0.2820350965787148,92
134,2907,4796,218,24,0.28212978159323315,92
135,2908,4791,222,13,0.28235071329377603,92
136,2908,4790,223,21,0.2823822749652822,92
137,2911,4787,223,27,0.2826663300088373,92
138,2912,4783,226,25,0.2828557000378741,92
139,2913,4778,230,17,0.28307663173841685,92
140,2900,4788,233,18,0.28194041156419647,92
141,2901,4783,237,29,0.2821613432647393,92
142,2904,4777,240,19,0.2825400833228128,92
143,2905,4769,247,24,0.28285570003787397,92
144,2904,4769,248,20,0.28279257669486174,92
145,2900,4772,249,27,0.28244539830829446,92
146,2899,4770,252,16,0.2824453983082944,92
147,2901,4767,253,23,0.28266633000883723,92
148,2905,4760,256,23,0.2831397550814291,92
149,2906,4755,260,22,0.283360686781972,92
150,2905,4753,263,22,0.28336068678197196,92
151,2901,4752,268,24,0.2831397550814291,92
152,2902,4748,271,16,0.2833291251104658,92
153,2861,4786,274,20,0.2795417245297311,92
154,2862,4783,276,27,0.27969953288726174,92
155,2854,4786,281,28,0.2790998611286454,92
