,number_susceptible,number_infected,number_resistant,results_tweets,sustainability_score,infected_low
0,7892,29,0,19,0.7472541345789674,2
1,7858,63,0,23,0.7440348440853428,6
2,7744,177,0,16,0.7332407524302487,7
3,7702,219,0,17,0.7292639818204771,8
4,7637,284,0,10,0.7231094558767832,8
5,7599,321,1,24,0.7195429869965912,12
6,7528,392,1,23,0.7128203509657871,19
7,7504,416,1,20,0.7105479106173462,20
8,7486,434,1,17,0.7088435803560156,21
9,7444,476,1,14,0.7048668097462442,22
10,7428,491,2,22,0.7033834111854564,23
11,7357,562,2,21,0.6966607751546522,25
12,7353,566,2,12,0.6962820350965787,27
13,7022,897,2,14,0.6649412952909987,27
14,6969,950,2,19,0.6599229895215251,29
15,6839,1080,2,23,0.6476139376341371,30
16,6828,1091,2,17,0.6465724024744351,31
17,6795,1124,2,28,0.6434477969953288,34
18,6785,1134,2,19,0.6425009468501452,36
19,6620,1299,2,24,0.6268779194546144,36
20,6440,1479,2,47,0.609834616841308,37
21,6435,1481,5,14,0.6094558767832345,39
22,6425,1490,6,24,0.6085405883095569,44
