,number_susceptible,number_infected,number_resistant,results_tweets,sustainability_score,infected_low
0,7909,12,0,10,0.7488637798257796,1
1,7895,26,0,17,0.7475381896225224,4
2,7890,31,0,10,0.7470647645499305,5
3,7882,39,0,12,0.7463072844337836,6
4,7876,45,0,11,0.7457391743466734,6
5,7867,54,0,11,0.7448870092160081,8
6,7858,63,0,12,0.7440348440853428,8
7,7849,72,0,15,0.7431826789546775,9
