,number_susceptible,number_infected,number_resistant,results_tweets,sustainability_score,infected_low
0,7903,18,0,16,0.7482956697386693,0
1,7852,69,0,26,0.7434667339982326,3
2,7804,117,0,17,0.7389218533013509,5
3,7587,334,0,21,0.7183752051508647,8
4,7396,525,0,27,0.7002903673778563,9
5,7375,546,0,23,0.6983019820729706,10
6,7366,554,1,17,0.6974813786138114,10
7,7300,620,1,16,0.691232167655599,11
8,7276,644,1,16,0.6889597273071582,12
9,7228,692,1,21,0.6844148466102764,18
10,7190,729,2,20,0.6808483777300847,22
11,7183,736,2,15,0.6801855826284561,23
12,6283,1634,4,904,0.5950321929049363,50
13,6276,1638,7,16,0.594464082817826,51
14,6264,1649,8,22,0.5933594243151118,52
15,6173,1740,8,28,0.5847430879939401,53
