,number_susceptible,number_infected,number_resistant,results_tweets,sustainability_score,infected_low
0,7865,55,1,18,0.7447292008584774,6
1,7853,67,1,17,0.7435929806842569,8
2,7794,126,1,24,0.7380065648276732,10
3,7777,143,1,21,0.736396919580861,16
4,7759,161,1,24,0.7346925893195304,19
5,7390,530,1,17,0.6997538189622522,21
6,7380,540,1,18,0.6988069688170685,24
7,7278,642,1,16,0.6891490973361949,26
8,7268,652,1,19,0.6882022471910112,30
9,7187,732,2,12,0.6805643226865296,30
10,7158,761,2,20,0.6778184572654968,30
11,7036,883,2,16,0.6662668854942558,30
12,6960,959,2,19,0.6590708243908598,32
13,6946,972,3,20,0.6577767958591086,35
14,6920,996,5,25,0.6553781088246434,36
15,6848,1067,6,32,0.6485923494508269,39
16,6818,1097,6,23,0.6457517990152759,41
17,6685,1230,6,22,0.6331586920843328,45
18,6674,1240,7,26,0.6321487185961367,46
19,6524,1388,9,25,0.6180090897613938,48
20,5969,1943,9,605,0.565458906703699,60
21,5937,1975,9,17,0.5624289862391112,61
22,5820,2091,10,16,0.5513824012119681,61
23,5677,2233,11,19,0.5378740058073476,61
24,5652,2254,15,27,0.5356331271304128,64
25,5647,2258,16,17,0.535191263729327,64
26,5625,2279,17,19,0.5331397550814292,64
27,5584,2319,18,12,0.5292892311576821,64
28,5574,2328,19,19,0.5283739426840045,64
29,5511,2388,22,15,0.5225034717838656,64
30,5373,2525,23,15,0.509468501451837,65
31,5369,2527,25,19,0.5091528847367757,66
32,5368,2527,26,12,0.5090897613937634,66
33,5334,2559,28,25,0.5059335942431511,67
34,5326,2567,28,27,0.5051761141270041,67
35,5246,2647,28,26,0.4976013129655347,67
36,5131,2760,30,20,0.48677565963893454,68
37,5128,2762,31,18,0.4865231662668856,68
38,5116,2774,31,18,0.48538694609266514,68
39,5113,2775,33,18,0.48516601439212226,68
40,5110,2775,36,14,0.4849766443630855,68
41,5107,2776,38,15,0.48475571266254264,68
42,5105,2777,39,16,0.484597904305012,68
43,5104,2777,40,13,0.48453478096199976,68
44,5093,2787,41,18,0.4835248074738038,69
45,5085,2795,41,25,0.4827673273576569,69
46,5082,2796,43,24,0.482546395657114,69
47,5076,2801,44,19,0.4820098472415099,69
48,5074,2801,46,15,0.4818836005554854,69
49,5051,2824,46,22,0.4797058452215629,69
50,4991,2882,48,23,0.474087867693473,69
51,4987,2883,51,17,0.47380381264991794,69
52,4979,2890,52,24,0.4730778942052771,70
53,4976,2892,53,17,0.47282540083322816,70
54,4973,2892,56,22,0.4726360308041914,71
55,4859,3006,56,24,0.4618419391490974,71
56,4840,3024,57,16,0.4600744855447545,72
57,4796,3064,61,25,0.4560345915919707,73
58,4796,3063,62,17,0.4560661532634768,74
59,4790,3068,63,14,0.45552960484787275,74
60,4673,3185,63,20,0.4444514581492236,74
61,4642,3216,63,14,0.4415162226991542,74
62,4586,3272,63,19,0.43621386188612554,75
63,4433,3424,64,16,0.42175861633632117,76
64,4422,3435,64,20,0.4207170811766191,76
65,4423,3433,65,18,0.4208433278626436,76
66,4405,3449,67,18,0.4192021209443252,78
67,4403,3449,69,14,0.41907587425830073,78
68,4312,3539,70,19,0.4104910996086353,78
69,4294,3553,74,17,0.40891301603332914,78
70,4295,3548,78,16,0.409133947733872,78
71,4170,3672,79,24,0.397329882590582,78
72,4158,3684,79,18,0.39619366241636156,78
73,4112,3728,81,26,0.39190127509152883,78
74,4108,3729,84,21,0.3916172200479737,78
75,4074,3761,86,18,0.38846105289736144,78
76,4072,3758,91,14,0.38842949122585535,79
77,3983,3846,92,23,0.38003408660522664,80
78,3977,3849,95,16,0.3795606615326348,81
79,3970,3855,96,30,0.3789294281025124,81
80,3965,3858,98,18,0.3785191263729327,82
81,3838,3983,100,26,0.3665572528721121,82
82,3798,4021,102,19,0.3628329756343896,82
83,3779,4038,104,19,0.36109708370155286,82
84,3780,4034,107,14,0.3612864537305896,82
85,3755,4053,113,19,0.3591086983966671,82
86,3755,4051,115,18,0.3591718217396793,82
87,3724,4081,116,21,0.356268147961116,82
88,3714,4087,120,23,0.3554475445019568,82
89,3712,4089,120,16,0.35525817447292,82
90,3701,4097,123,28,0.3543113243277364,82
91,3697,4098,126,16,0.35402726928418127,82
92,3689,4106,126,19,0.35326978916803436,82
93,3688,4104,129,19,0.3532697891680343,83
94,3689,4101,131,26,0.353427597525565,83
95,3403,4386,132,548,0.3263792450448176,90
96,3383,4406,132,18,0.3244855447544502,90
97,3382,4406,133,17,0.32442242141143796,90
98,3365,4422,134,15,0.3228443378361318,90
99,3346,4439,136,21,0.321108445903295,90
100,3062,4722,137,486,0.29424946345158437,96
101,3022,4757,142,19,0.2906198712283803,96
102,3010,4766,145,19,0.2895783360686782,96
103,2983,4791,147,24,0.28708496401969447,97
104,2981,4792,148,25,0.28692715566216387,97
105,2981,4792,148,18,0.28692715566216387,98
106,2978,4794,149,19,0.2866746622901149,98
107,2974,4797,150,29,0.2863274839035475,98
108,2974,4795,152,25,0.2863906072465598,98
109,2972,4797,152,22,0.28620123721752305,99
110,2930,4835,156,22,0.28235071329377603,99
111,2910,4853,158,26,0.2805201363464209,99
112,2915,4847,159,16,0.28102512309051886,99
113,2868,4893,160,17,0.2766064890796617,99
114,2872,4888,161,18,0.27701679080924124,99
115,2856,4901,164,26,0.2755965155914657,99
116,2828,4926,167,22,0.2730400201994697,99
117,2817,4935,169,24,0.27206160838277993,99
118,2818,4933,170,20,0.27218785506880444,100
119,2816,4933,172,18,0.27206160838278,100
120,2813,4933,175,22,0.27187223835374325,102
121,2814,4931,176,22,0.27199848503976765,102
122,2809,4932,180,32,0.27165130665320036,102
123,2787,4953,181,18,0.26959979800530237,102
124,2784,4954,183,25,0.2693788663047595,102
125,2775,4959,187,26,0.2686529478601187,102
126,2775,4956,190,16,0.26874763287463704,102
127,2770,4961,190,19,0.26827420780204525,103
128,2775,4955,191,20,0.26877919454614313,103
129,2755,4974,192,13,0.26691705592728193,103
130,2739,4987,195,17,0.2654967807095064,103
131,2739,4986,196,25,0.2655283423810125,104
132,2746,4978,197,13,0.2662226991541472,104
133,2747,4975,199,23,0.26638050751167786,104
134,2724,4997,200,20,0.26423431384926144,104
135,2723,4995,203,23,0.26423431384926144,104
136,2725,4990,206,18,0.26451836889281655,104
137,2723,4987,211,17,0.26448680722131046,104
138,2714,4992,215,19,0.2637608887766696,105
139,2714,4990,217,19,0.26382401211968187,106
140,2714,4989,218,21,0.26385557379118796,106
141,2717,4981,223,18,0.2642974371922737,106
142,2711,4984,226,17,0.26382401211968187,107
