,number_susceptible,number_infected,number_resistant,results_tweets,sustainability_score,infected_low
0,7795,126,0,25,0.7380696881706855,0
1,7748,173,0,16,0.7336194924883221,0
2,7727,193,1,21,0.7316626688549425,4
3,7708,212,1,25,0.7298636535790934,6
4,7689,231,1,22,0.7280646383032445,8
5,7672,248,1,22,0.7264549930564322,9
6,7630,290,1,30,0.7224782224466607,12
7,7586,334,1,28,0.7183120818078526,14
8,7493,427,1,25,0.7095063754576443,16
9,7485,434,2,12,0.7087804570130034,16
10,7479,439,3,12,0.7082439085973993,16
11,7461,457,3,24,0.7065395783360686,17
12,7448,469,4,19,0.7053402348188359,17
13,7433,484,4,23,0.7039199596010605,18
14,7418,499,4,21,0.7024996843832848,18
15,7409,508,4,19,0.7016475192526196,19
16,7395,522,4,21,0.7003219290493624,21
17,7377,540,4,25,0.6986175987880318,22
18,7364,552,5,20,0.6974182552707991,22
19,7353,562,6,19,0.6964082817826032,23
20,7274,641,6,78,0.6889281656356521,25
21,7262,653,6,18,0.6877919454614316,25
22,7249,666,6,21,0.6865610402726928,25
23,7235,679,7,22,0.6852670117409417,25
24,7219,695,7,26,0.6837520515086478,25
25,7207,707,7,20,0.6826158313344274,25
26,7108,804,9,26,0.6733051382401212,26
27,7035,876,10,27,0.6664246938517864,26
28,7020,891,10,23,0.6650044186340108,28
29,6989,921,11,20,0.6621007448554476,28
30,6976,934,11,22,0.6608698396667088,28
31,6967,942,12,15,0.6600492362075496,28
32,6953,956,12,29,0.6587236460042923,28
33,6900,1009,12,26,0.6537053402348189,29
34,6892,1017,12,19,0.6529478601186719,29
35,6880,1028,13,24,0.6518432016159575,29
36,6866,1041,14,25,0.6505491730842066,29
37,6855,1051,15,24,0.6495391995960106,29
38,6845,1061,15,21,0.6485923494508269,30
39,6839,1067,15,18,0.6480242393637167,31
40,6825,1081,15,24,0.6466986491604595,32
41,6816,1090,15,24,0.6458464840297943,32
42,6803,1101,17,26,0.6446787021840678,33
43,6794,1110,17,20,0.6438265370534024,33
44,6734,1169,18,30,0.6381769978538063,33
45,6721,1182,18,27,0.6369460926650675,33
46,6635,1266,20,24,0.6288663047595001,34
47,6479,1420,22,25,0.6141585658376467,34
48,6470,1428,23,26,0.6133379623784876,34
49,6462,1433,26,19,0.612675167276859,34
50,6451,1444,26,30,0.6116336321171569,34
51,6429,1466,26,28,0.6095505617977529,35
52,6424,1470,27,10,0.609108698396667,35
53,6394,1500,27,22,0.606268147961116,35
54,6385,1506,30,21,0.6055106678449691,35
55,6377,1514,30,21,0.6047531877288221,35
56,6366,1524,31,26,0.6037432142406262,35
57,6357,1531,33,22,0.6029541724529731,35
58,6291,1597,33,32,0.5967049614947607,35
59,6146,1741,34,27,0.5830071960611034,36
60,6137,1749,35,19,0.5821865926019443,36
61,6128,1756,37,19,0.5813975508142911,36
62,6119,1763,39,22,0.5806085090266381,36
63,6096,1785,40,16,0.5784623153642217,36
64,6087,1794,40,21,0.5776101502335563,36
65,6077,1803,41,28,0.5766948617598788,36
66,6067,1812,42,22,0.5757795732862012,36
67,6057,1819,45,28,0.5749274081555359,36
68,6040,1835,46,26,0.5733493245802297,36
69,5997,1878,46,25,0.5692778689559398,36
70,5990,1884,47,18,0.5686466355258175,36
71,5989,1885,47,10,0.5685519505112991,36
72,5987,1886,48,20,0.5683941421537685,36
73,5958,1914,49,20,0.5656798384042419,36
74,5951,1918,52,16,0.5651117283171317,36
75,5949,1918,54,17,0.5649854816311072,36
76,5940,1923,58,20,0.5642595631864663,36
77,5930,1930,61,21,0.563407398055801,36
78,5872,1986,63,23,0.5579787905567479,36
79,5860,1997,64,30,0.5568741320540336,36
80,5850,2006,65,27,0.555958843580356,36
81,5793,2062,66,26,0.5505933594243152,36
82,5785,2070,66,25,0.5498358793081681,37
83,5780,2075,66,21,0.5493624542355763,37
84,5771,2081,69,19,0.5486049741194293,37
85,5766,2083,72,18,0.548226234061356,37
86,5733,2114,74,20,0.5451647519252619,37
87,5723,2121,77,27,0.5443125867945966,37
88,5718,2122,81,21,0.5439654084080293,37
89,5663,2177,81,29,0.5387577326095191,37
90,5658,2181,82,21,0.5383158692084332,37
91,5656,2180,85,18,0.5382211841939148,37
92,5610,2226,85,23,0.5338656735260698,37
93,5592,2244,85,26,0.5321613432647393,37
94,5587,2247,87,17,0.5317510415351597,37
95,5547,2286,88,60,0.527995202625931,39
