,number_susceptible,number_infected,number_resistant,results_tweets,sustainability_score,infected_low
0,7828,93,0,22,0.7411942936497917,2
1,7799,121,1,29,0.7384799899002651,5
2,7786,134,1,17,0.7372490847115263,7
3,7762,158,1,22,0.7349766443630854,12
4,7670,250,1,23,0.7262656230273955,18
5,7652,267,2,26,0.724592854437571,19
6,7636,283,2,20,0.7230778942052771,21
7,7617,301,3,26,0.7213104406009342,21
8,7600,318,3,20,0.7197007953541219,21
9,7566,352,3,34,0.7164815048604974,22
10,7544,374,3,30,0.7143984345410933,23
11,7529,388,4,20,0.7130097209948238,24
12,7428,489,4,21,0.7034465345284686,24
13,7414,502,5,22,0.7021525059967176,25
14,7410,506,5,17,0.7017737659386442,25
15,7393,522,6,23,0.700195682363338,25
16,7204,710,7,21,0.6823317762908723,25
17,7190,724,7,25,0.6810061860876152,26
18,7182,732,7,17,0.6802487059714681,26
19,7166,748,7,26,0.6787337457391743,26
20,7107,807,7,72,0.6731473298825905,29
21,7034,880,7,16,0.6662353238227496,29
22,6910,1003,8,33,0.654525943693978,29
23,6895,1017,9,23,0.6531372301477086,30
24,6883,1029,9,20,0.6520010099734882,30
25,6857,1054,10,21,0.6495707612675167,30
26,6843,1068,10,22,0.6482451710642595,30
27,6838,1073,10,19,0.6477717459916676,30
28,6827,1084,10,23,0.6467302108319657,30
29,6533,1378,10,21,0.6188928165635652,30
30,6382,1528,11,24,0.6046269410427977,30
